flight_id,time,engine_temp,vibration,pressure,fuel_flow
1,0,654.9671415301124,5.178893680174141,26.811144682411268,2575.6988616645353
1,1,648.6173569882882,5.280392263184117,28.801249954092455,2407.7834675822373
1,2,656.4768853810069,5.541525621587638,30.010487399436368,2586.960592010566
1,3,665.2302985640803,5.526901026017452,30.093961187529484,2635.5637858804953
1,4,647.6584662527666,4.311165316021454,29.099869057041513,2541.34349032237
1,5,647.6586304305082,4.531087480042439,31.245699864695,2687.6795812558066
1,6,665.7921281550739,5.25751763360433,27.86475914123481,2422.621080089643
1,7,657.6743472915291,5.256892975456104,29.71524102995741,2375.5345296688583
1,8,645.3052561406505,5.257523843153024,30.2405912634238,2322.127975109572
1,9,655.4256004358597,6.92636574532736,31.0288776681175,2649.604431148918
1,10,645.3658230718754,5.285445255346583,31.42322975617778,2565.4365656354057
1,11,645.3427024642974,5.567782820090299,27.750715816324263,2494.4415329089543
1,12,652.4196227156604,5.477000881746601,26.931771658528756,2527.996862631982
1,13,630.867197553422,5.325695625652899,32.55535364379702,2387.4510952701626
1,14,632.7508216748697,4.842365377679827,30.66462802395918,2744.5751979616825
1,15,644.3771247075903,5.379484610246633,28.503026926886893,2512.9221181975227
1,16,639.8716887966558,4.613587392731214,33.102303951045045,2510.939479460489
1,17,653.1424733259528,4.881590696629996,30.231349268585717,2572.5766623898694
1,18,640.9197592447879,4.757318226085448,32.358594368127655,2548.100923173671
1,19,635.8769629866471,5.040937069693161,30.13503696282022,2522.388402427913
1,20,664.6564876892155,6.157329283336754,34.121495849763974,2420.952554455469
1,21,647.7422369951346,4.066367403704126,33.51068168488641,2547.1468357135996
1,22,650.6752820468793,5.343130095187257,29.502071703041853,2688.2024496475033
1,23,635.7525181378654,4.193642064405174,31.94314190190871,2634.5420046154977
1,24,644.5561727547482,4.764034067105284,31.290751899170296,2659.31866266394
1,25,651.1092258970987,5.544475298483683,32.7372631150647,2448.8784323568816
1,26,638.490064225777,5.0321400095477316,28.07015307883979,2401.0395179741417
1,27,653.7569801834567,4.461127611035347,31.372102919996877,2487.421307990035
1,28,643.9936131008119,4.642348145370016,32.11684897369918,2505.5724912288692
